"Haplogroup"	"Clade"	"Macro-Clade"	"Phylotree-Subtree"	"Macro-Haplogroup"
"U5b1c1a1"	"U5"	"U"	"UK"	"R"
"U5b1c2"	"U5"	"U"	"UK"	"R"
"U5b1c2*"	"U5"	"U"	"UK"	"R"
"U5b1c2a"	"U5"	"U"	"UK"	"R"
"U5b1c2b"	"U5"	"U"	"UK"	"R"
"U5b1+16189+@16192"	"U5"	"U"	"UK"	"R"
"U5b1e"	"U5"	"U"	"UK"	"R"
"U5b1e*"	"U5"	"U"	"UK"	"R"
"U5b1e1"	"U5"	"U"	"UK"	"R"
"U5b1e1a"	"U5"	"U"	"UK"	"R"
"U5b1h"	"U5"	"U"	"UK"	"R"
"U5b1d"	"U5"	"U"	"UK"	"R"
"U5b1d1"	"U5"	"U"	"UK"	"R"
"U5b1d1a"	"U5"	"U"	"UK"	"R"
"U5b1d1b"	"U5"	"U"	"UK"	"R"
"U5b1d1c"	"U5"	"U"	"UK"	"R"
"U5b1d2"	"U5"	"U"	"UK"	"R"
"U5b1f"	"U5"	"U"	"UK"	"R"
"U5b1f1"	"U5"	"U"	"UK"	"R"
"U5b1f1a"	"U5"	"U"	"UK"	"R"
"U5b1g"	"U5"	"U"	"UK"	"R"
"U5b1i"	"U5"	"U"	"UK"	"R"
"U5b2"	"U5"	"U"	"UK"	"R"
"U5b2a"	"U5"	"U"	"UK"	"R"
"U5b2a1"	"U5"	"U"	"UK"	"R"
"U5b2a1a"	"U5"	"U"	"UK"	"R"
"U5b2a1a+16311"	"U5"	"U"	"UK"	"R"
"U5b2a1a1"	"U5"	"U"	"UK"	"R"
"U5b2a1a1a"	"U5"	"U"	"UK"	"R"
"U5b2a1a1b"	"U5"	"U"	"UK"	"R"
"U5b2a1a1b*"	"U5"	"U"	"UK"	"R"
"U5b2a1a1d"	"U5"	"U"	"UK"	"R"
"U5b2a1a2"	"U5"	"U"	"UK"	"R"
"U5b2a1b"	"U5"	"U"	"UK"	"R"
"U5b2a2"	"U5"	"U"	"UK"	"R"
"U5b2a2a"	"U5"	"U"	"UK"	"R"
"U5b2a2a1"	"U5"	"U"	"UK"	"R"
"U5b2a2a2"	"U5"	"U"	"UK"	"R"
"U5b2a2b"	"U5"	"U"	"UK"	"R"
"U5b2a2b1"	"U5"	"U"	"UK"	"R"
"U5b2a2c"	"U5"	"U"	"UK"	"R"
"U5b2a3"	"U5"	"U"	"UK"	"R"
"U5b2a3a"	"U5"	"U"	"UK"	"R"
"U5b2a+@16192"	"U5"	"U"	"UK"	"R"
"U5b2a4"	"U5"	"U"	"UK"	"R"
"U5b2a4a"	"U5"	"U"	"UK"	"R"
"U5b2a5"	"U5"	"U"	"UK"	"R"
"U5b2a5*"	"U5"	"U"	"UK"	"R"
"U5b2a5a"	"U5"	"U"	"UK"	"R"
"U5b2a6"	"U5"	"U"	"UK"	"R"
"U5b2b"	"U5"	"U"	"UK"	"R"
"U5b2b*"	"U5"	"U"	"UK"	"R"
"U5b2b1"	"U5"	"U"	"UK"	"R"
"U5b2b1a"	"U5"	"U"	"UK"	"R"
"U5b2b1a1"	"U5"	"U"	"UK"	"R"
"U5b2b1a2"	"U5"	"U"	"UK"	"R"
"U5b2b1b"	"U5"	"U"	"UK"	"R"
"U5b2b2"	"U5"	"U"	"UK"	"R"
"U5b2b3"	"U5"	"U"	"UK"	"R"
"U5b2b3a"	"U5"	"U"	"UK"	"R"
"U5b2b3a1"	"U5"	"U"	"UK"	"R"
"U5b2b3a1a"	"U5"	"U"	"UK"	"R"
"U5b2b3b"	"U5"	"U"	"UK"	"R"
"U5b2b4"	"U5"	"U"	"UK"	"R"
"U5b2b4a"	"U5"	"U"	"UK"	"R"
"U5b2b5"	"U5"	"U"	"UK"	"R"
"U5b2c"	"U5"	"U"	"UK"	"R"
"U5b2c1"	"U5"	"U"	"UK"	"R"
"U5b2c2"	"U5"	"U"	"UK"	"R"
"U5b2c2a"	"U5"	"U"	"UK"	"R"
"U5b2c2b"	"U5"	"U"	"UK"	"R"
"U5b3"	"U5"	"U"	"UK"	"R"
"U5b3*"	"U5"	"U"	"UK"	"R"
"U5b3a"	"U5"	"U"	"UK"	"R"
"U5b3a1"	"U5"	"U"	"UK"	"R"
"U5b3a1a"	"U5"	"U"	"UK"	"R"
"U5b3a1b"	"U5"	"U"	"UK"	"R"
"U5b3a2"	"U5"	"U"	"UK"	"R"
"U5b3b"	"U5"	"U"	"UK"	"R"
"U5b3b1"	"U5"	"U"	"UK"	"R"
"U5b3b2"	"U5"	"U"	"UK"	"R"
"U5b3c"	"U5"	"U"	"UK"	"R"
"U5b3d"	"U5"	"U"	"UK"	"R"
"U5b3e"	"U5"	"U"	"UK"	"R"
"U5b3e*"	"U5"	"U"	"UK"	"R"
"U5b3f"	"U5"	"U"	"UK"	"R"
"U5b3g"	"U5"	"U"	"UK"	"R"
"U5b3g*"	"U5"	"U"	"UK"	"R"
"U5b3h"	"U5"	"U"	"UK"	"R"
"U6"	"U6"	"U"	"UK"	"R"
"U6a'b'd"	"U6"	"U"	"UK"	"R"
"U6a"	"U6"	"U"	"UK"	"R"
"U6a1"	"U6"	"U"	"UK"	"R"
"U6a1a"	"U6"	"U"	"UK"	"R"
"U6a1a1"	"U6"	"U"	"UK"	"R"
"U6a1a2"	"U6"	"U"	"UK"	"R"
"U6a1b"	"U6"	"U"	"UK"	"R"
"U6a1b1"	"U6"	"U"	"UK"	"R"
"U6a1b1a"	"U6"	"U"	"UK"	"R"
"U6a1b1b"	"U6"	"U"	"UK"	"R"
"U6a1b2"	"U6"	"U"	"UK"	"R"
"U6a1b3"	"U6"	"U"	"UK"	"R"
"U6a1b4"	"U6"	"U"	"UK"	"R"
"U6a+16189"	"U6"	"U"	"UK"	"R"
"U6a+16189+(103)"	"U6"	"U"	"UK"	"R"
"U6a2"	"U6"	"U"	"UK"	"R"
"U6a2a"	"U6"	"U"	"UK"	"R"
"U6a2a1"	"U6"	"U"	"UK"	"R"
"U6a2a2"	"U6"	"U"	"UK"	"R"
"U6a2a2a"	"U6"	"U"	"UK"	"R"
"U6a2b"	"U6"	"U"	"UK"	"R"
"U6a2b1"	"U6"	"U"	"UK"	"R"
"U6a2+195"	"U6"	"U"	"UK"	"R"
"U6a2c"	"U6"	"U"	"UK"	"R"
"U6a8"	"U6"	"U"	"UK"	"R"
"U6a8a"	"U6"	"U"	"UK"	"R"
"U6a8b"	"U6"	"U"	"UK"	"R"
"U6a3"	"U6"	"U"	"UK"	"R"
"U6a3a"	"U6"	"U"	"UK"	"R"
"U6a3a1"	"U6"	"U"	"UK"	"R"
"U6a3a1a"	"U6"	"U"	"UK"	"R"
"U6a3a2"	"U6"	"U"	"UK"	"R"
"U6a3a2a"	"U6"	"U"	"UK"	"R"
"U6a3+185"	"U6"	"U"	"UK"	"R"
"U6a3b"	"U6"	"U"	"UK"	"R"
"U6a3b1"	"U6"	"U"	"UK"	"R"
"U6a3e"	"U6"	"U"	"UK"	"R"
"U6a3f"	"U6"	"U"	"UK"	"R"
"U6a3f1"	"U6"	"U"	"UK"	"R"
"U6a3f2"	"U6"	"U"	"UK"	"R"
"U6a3c"	"U6"	"U"	"UK"	"R"
"U6a3d"	"U6"	"U"	"UK"	"R"
"U6a3d1"	"U6"	"U"	"UK"	"R"
"U6a3d1a"	"U6"	"U"	"UK"	"R"
"U6a4"	"U6"	"U"	"UK"	"R"
"U6a5"	"U6"	"U"	"UK"	"R"
"U6a5*"	"U6"	"U"	"UK"	"R"
"U6a5a"	"U6"	"U"	"UK"	"R"
"U6a5a1"	"U6"	"U"	"UK"	"R"
"U6a5b"	"U6"	"U"	"UK"	"R"
"U6a5c"	"U6"	"U"	"UK"	"R"
"U6a5c*"	"U6"	"U"	"UK"	"R"
"U6a6"	"U6"	"U"	"UK"	"R"
"U6a6a"	"U6"	"U"	"UK"	"R"
"U6a6a1"	"U6"	"U"	"UK"	"R"
"U6a6b"	"U6"	"U"	"UK"	"R"
"U6a6b1"	"U6"	"U"	"UK"	"R"
"U6a6b1*"	"U6"	"U"	"UK"	"R"
"U6a6b2"	"U6"	"U"	"UK"	"R"
"U6a7"	"U6"	"U"	"UK"	"R"
"U6a7a"	"U6"	"U"	"UK"	"R"
"U6a7a1"	"U6"	"U"	"UK"	"R"
"U6a7a1a"	"U6"	"U"	"UK"	"R"
"U6a7a1b"	"U6"	"U"	"UK"	"R"
"U6a7a1+@152"	"U6"	"U"	"UK"	"R"
"U6a7a1c"	"U6"	"U"	"UK"	"R"
"U6a7a2"	"U6"	"U"	"UK"	"R"
"U6a7a2a"	"U6"	"U"	"UK"	"R"
"U6a7b"	"U6"	"U"	"UK"	"R"
"U6a7b1"	"U6"	"U"	"UK"	"R"
"U6a7b1*"	"U6"	"U"	"UK"	"R"
"U6a7c"	"U6"	"U"	"UK"	"R"
"U6a7c1"	"U6"	"U"	"UK"	"R"
"U6a'b'd+16311"	"U6"	"U"	"UK"	"R"
"U6b"	"U6"	"U"	"UK"	"R"
"U6b*"	"U6"	"U"	"UK"	"R"
"U6b1"	"U6"	"U"	"UK"	"R"
"U6b1a"	"U6"	"U"	"UK"	"R"
"U6b1a1"	"U6"	"U"	"UK"	"R"
"U6b1b"	"U6"	"U"	"UK"	"R"
"U6b2"	"U6"	"U"	"UK"	"R"
"U6b2*"	"U6"	"U"	"UK"	"R"
"U6b3"	"U6"	"U"	"UK"	"R"
"U6b3a"	"U6"	"U"	"UK"	"R"
"U6d"	"U6"	"U"	"UK"	"R"
"U6d1"	"U6"	"U"	"UK"	"R"
"U6d1a"	"U6"	"U"	"UK"	"R"
"U6d1b"	"U6"	"U"	"UK"	"R"
"U6d2"	"U6"	"U"	"UK"	"R"
"U6d3"	"U6"	"U"	"UK"	"R"
"U6d3a"	"U6"	"U"	"UK"	"R"
"U6c"	"U6"	"U"	"UK"	"R"
"U6c1"	"U6"	"U"	"UK"	"R"
"U6c1*"	"U6"	"U"	"UK"	"R"
"U6c2"	"U6"	"U"	"UK"	"R"
"U2'3'4'7'8'9"	"U2"	"U"	"UK"	"R"
"U2"	"U2"	"U"	"UK"	"R"
"U2a"	"U2"	"U"	"UK"	"R"
"U2a1"	"U2"	"U"	"UK"	"R"
"U2a1a"	"U2"	"U"	"UK"	"R"
"U2a1a*"	"U2"	"U"	"UK"	"R"
"U2a1b"	"U2"	"U"	"UK"	"R"
"U2a2"	"U2"	"U"	"UK"	"R"
"U2b"	"U2"	"U"	"UK"	"R"
"U2b1"	"U2"	"U"	"UK"	"R"
"U2b1a"	"U2"	"U"	"UK"	"R"
"U2b1a*"	"U2"	"U"	"UK"	"R"
"U2b2"	"U2"	"U"	"UK"	"R"
"U2+152"	"U2"	"U"	"UK"	"R"
"U2c'd"	"U2"	"U"	"UK"	"R"
"U2c"	"U2"	"U"	"UK"	"R"
"U2c1"	"U2"	"U"	"UK"	"R"
"U2c1*"	"U2"	"U"	"UK"	"R"
"U2c1a"	"U2"	"U"	"UK"	"R"
"U2c1b"	"U2"	"U"	"UK"	"R"
"U2c1b*1"	"U2"	"U"	"UK"	"R"
"U2c1b*1a"	"U2"	"U"	"UK"	"R"
"U2d"	"U2"	"U"	"UK"	"R"
"U2d1"	"U2"	"U"	"UK"	"R"
"U2d1*"	"U2"	"U"	"UK"	"R"
"U2d2"	"U2"	"U"	"UK"	"R"
"U2d2a"	"U2"	"U"	"UK"	"R"
"U2d3"	"U2"	"U"	"UK"	"R"
"U2e"	"U2"	"U"	"UK"	"R"
"U2e1'2'3"	"U2"	"U"	"UK"	"R"
"U2e1"	"U2"	"U"	"UK"	"R"
"U2e1*"	"U2"	"U"	"UK"	"R"
"U2e1a"	"U2"	"U"	"UK"	"R"
"U2e1a1"	"U2"	"U"	"UK"	"R"
"U2e1a1*"	"U2"	"U"	"UK"	"R"
"U2e1a1a"	"U2"	"U"	"UK"	"R"
"U2e1a1a*"	"U2"	"U"	"UK"	"R"
"U2e1a1b"	"U2"	"U"	"UK"	"R"
"U2e1a1c"	"U2"	"U"	"UK"	"R"
"U2e1b"	"U2"	"U"	"UK"	"R"
"U2e1b1"	"U2"	"U"	"UK"	"R"
"U2e1b2"	"U2"	"U"	"UK"	"R"
"U2e1b2*"	"U2"	"U"	"UK"	"R"
"U2e1c"	"U2"	"U"	"UK"	"R"
"U2e1c*"	"U2"	"U"	"UK"	"R"
"U2e1c1"	"U2"	"U"	"UK"	"R"
"U2e1d"	"U2"	"U"	"UK"	"R"
"U2e1e"	"U2"	"U"	"UK"	"R"
"U2e1f"	"U2"	"U"	"UK"	"R"
"U2e1f1"	"U2"	"U"	"UK"	"R"
"U2e1g"	"U2"	"U"	"UK"	"R"
"U2e1h"	"U2"	"U"	"UK"	"R"
"U2e2"	"U2"	"U"	"UK"	"R"
"U2e2a"	"U2"	"U"	"UK"	"R"
"U2e2a1"	"U2"	"U"	"UK"	"R"
"U2e2a1a"	"U2"	"U"	"UK"	"R"
"U2e2a1a1"	"U2"	"U"	"UK"	"R"
"U2e2a1a2"	"U2"	"U"	"UK"	"R"
"U2e2a1b"	"U2"	"U"	"UK"	"R"
"U2e2a1b*"	"U2"	"U"	"UK"	"R"
"U2e2a1c"	"U2"	"U"	"UK"	"R"
"U2e2a1d"	"U2"	"U"	"UK"	"R"
"U2e3"	"U2"	"U"	"UK"	"R"
"U2e3a"	"U2"	"U"	"UK"	"R"
"U3"	"U3"	"U"	"UK"	"R"
"U3a'c"	"U3"	"U"	"UK"	"R"
"U3a"	"U3"	"U"	"UK"	"R"
"U3a1"	"U3"	"U"	"UK"	"R"
"U3a1*1"	"U3"	"U"	"UK"	"R"
"U3a1*2"	"U3"	"U"	"UK"	"R"
"U3a1a"	"U3"	"U"	"UK"	"R"
"U3a1a1"	"U3"	"U"	"UK"	"R"
"U3a1b"	"U3"	"U"	"UK"	"R"
"U3a1c"	"U3"	"U"	"UK"	"R"
"U3a1c1"	"U3"	"U"	"UK"	"R"
"U3a2"	"U3"	"U"	"UK"	"R"
"U3a2a"	"U3"	"U"	"UK"	"R"
"U3a2a1"	"U3"	"U"	"UK"	"R"
"U3a2a1a"	"U3"	"U"	"UK"	"R"
"U3a3"	"U3"	"U"	"UK"	"R"
"U3c"	"U3"	"U"	"UK"	"R"
"U3b"	"U3"	"U"	"UK"	"R"
"U3b1"	"U3"	"U"	"UK"	"R"
"U3b1a"	"U3"	"U"	"UK"	"R"
"U3b1a1"	"U3"	"U"	"UK"	"R"
"U3b1b"	"U3"	"U"	"UK"	"R"
"U3b2"	"U3"	"U"	"UK"	"R"
"U3b2*"	"U3"	"U"	"UK"	"R"
"U3b2a"	"U3"	"U"	"UK"	"R"
"U3b2a1"	"U3"	"U"	"UK"	"R"
"U3b2a1*1"	"U3"	"U"	"UK"	"R"
"U3b2a1*2"	"U3"	"U"	"UK"	"R"
"U3b2a1a"	"U3"	"U"	"UK"	"R"
"U3b2b"	"U3"	"U"	"UK"	"R"
"U3b2c"	"U3"	"U"	"UK"	"R"
"U3b2c*"	"U3"	"U"	"UK"	"R"
"U3b3"	"U3"	"U"	"UK"	"R"
"U3b3*"	"U3"	"U"	"UK"	"R"
"U4'9"	"U4"	"U"	"UK"	"R"
"U4"	"U4"	"U"	"UK"	"R"
"U4a"	"U4"	"U"	"UK"	"R"
"U4a1"	"U4"	"U"	"UK"	"R"
"U4a1a"	"U4"	"U"	"UK"	"R"
"U4a1a1"	"U4"	"U"	"UK"	"R"
"U4a1a2"	"U4"	"U"	"UK"	"R"
"U4a1a3"	"U4"	"U"	"UK"	"R"
"U4a1b"	"U4"	"U"	"UK"	"R"
"U4a1b1"	"U4"	"U"	"UK"	"R"
"U4a1b1a"	"U4"	"U"	"UK"	"R"
"U4a1b2"	"U4"	"U"	"UK"	"R"
"U4a1c"	"U4"	"U"	"UK"	"R"
"U4a1d"	"U4"	"U"	"UK"	"R"
"U4a1e"	"U4"	"U"	"UK"	"R"
"U4a2"	"U4"	"U"	"UK"	"R"
"U4a2a"	"U4"	"U"	"UK"	"R"
"U4a2a1"	"U4"	"U"	"UK"	"R"
"U4a2a2"	"U4"	"U"	"UK"	"R"
"U4a2a3"	"U4"	"U"	"UK"	"R"
"U4a2b"	"U4"	"U"	"UK"	"R"
"U4a2c"	"U4"	"U"	"UK"	"R"
"U4a2c1"	"U4"	"U"	"UK"	"R"
"U4a2d"	"U4"	"U"	"UK"	"R"
"U4a2e"	"U4"	"U"	"UK"	"R"
"U4a2f"	"U4"	"U"	"UK"	"R"
"U4a2g"	"U4"	"U"	"UK"	"R"
"U4a2h"	"U4"	"U"	"UK"	"R"
"U4a2h1"	"U4"	"U"	"UK"	"R"
"U4a3"	"U4"	"U"	"UK"	"R"
"U4a3a"	"U4"	"U"	"UK"	"R"
"U4b"	"U4"	"U"	"UK"	"R"
"U4b1"	"U4"	"U"	"UK"	"R"
"U4b1a"	"U4"	"U"	"UK"	"R"
"U4b1a1"	"U4"	"U"	"UK"	"R"
"U4b1a1a"	"U4"	"U"	"UK"	"R"
"U4b1a1a1"	"U4"	"U"	"UK"	"R"
"U4b1a2"	"U4"	"U"	"UK"	"R"
"U4b1a2a"	"U4"	"U"	"UK"	"R"
"U4b1a2b"	"U4"	"U"	"UK"	"R"
"U4b1a2b*"	"U4"	"U"	"UK"	"R"
"U4b1a3"	"U4"	"U"	"UK"	"R"
"U4b1a3a"	"U4"	"U"	"UK"	"R"
"U4b1a4"	"U4"	"U"	"UK"	"R"
"U4b1+146+152"	"U4"	"U"	"UK"	"R"
"U4b1b"	"U4"	"U"	"UK"	"R"
"U4b1b1"	"U4"	"U"	"UK"	"R"
"U4b1b1*"	"U4"	"U"	"UK"	"R"
"U4b1b1a"	"U4"	"U"	"UK"	"R"
"U4b1b1b"	"U4"	"U"	"UK"	"R"
"U4b1b1+16311"	"U4"	"U"	"UK"	"R"
"U4b1b1c"	"U4"	"U"	"UK"	"R"
"U4b1b1d"	"U4"	"U"	"UK"	"R"
"U4b1b2"	"U4"	"U"	"UK"	"R"
"U4b2"	"U4"	"U"	"UK"	"R"
"U4b2a"	"U4"	"U"	"UK"	"R"
"U4b2a1"	"U4"	"U"	"UK"	"R"
"U4b2a1a"	"U4"	"U"	"UK"	"R"
"U4b3"	"U4"	"U"	"UK"	"R"
"U4b3*"	"U4"	"U"	"UK"	"R"
"U4c"	"U4"	"U"	"UK"	"R"
"U4c1"	"U4"	"U"	"UK"	"R"
"U4c1a"	"U4"	"U"	"UK"	"R"
"U4c2"	"U4"	"U"	"UK"	"R"
"U4c2a"	"U4"	"U"	"UK"	"R"
"U4d"	"U4"	"U"	"UK"	"R"
"U4d1"	"U4"	"U"	"UK"	"R"
"U4d1a"	"U4"	"U"	"UK"	"R"
"U4d1a1"	"U4"	"U"	"UK"	"R"
"U4d1a1a"	"U4"	"U"	"UK"	"R"
"U4d1b"	"U4"	"U"	"UK"	"R"
"U4d2"	"U4"	"U"	"UK"	"R"
"U4d2*"	"U4"	"U"	"UK"	"R"
"U4d3"	"U4"	"U"	"UK"	"R"
"U4d3*"	"U4"	"U"	"UK"	"R"
"U9"	"U9"	"U"	"UK"	"R"
"U9a"	"U9"	"U"	"UK"	"R"
"U9a1"	"U9"	"U"	"UK"	"R"
"U9b"	"U9"	"U"	"UK"	"R"
"U9b1"	"U9"	"U"	"UK"	"R"
"U7"	"U7"	"U"	"UK"	"R"
"U7a"	"U7"	"U"	"UK"	"R"
"U7a1"	"U7"	"U"	"UK"	"R"
"U7a1a"	"U7"	"U"	"UK"	"R"
"U7a2"	"U7"	"U"	"UK"	"R"
"U7a2a"	"U7"	"U"	"UK"	"R"
"U7a3"	"U7"	"U"	"UK"	"R"
"U7a3a"	"U7"	"U"	"UK"	"R"
"U7a3a*"	"U7"	"U"	"UK"	"R"
"U7a3b"	"U7"	"U"	"UK"	"R"
"U7a3b*"	"U7"	"U"	"UK"	"R"
"U7a4"	"U7"	"U"	"UK"	"R"
"U7a4a"	"U7"	"U"	"UK"	"R"
"U7a4a1"	"U7"	"U"	"UK"	"R"
"U7a4a1*"	"U7"	"U"	"UK"	"R"
"U7a4a1a"	"U7"	"U"	"UK"	"R"
"U7a5"	"U7"	"U"	"UK"	"R"
"U7b"	"U7"	"U"	"UK"	"R"
"U7b1"	"U7"	"U"	"UK"	"R"
"U7b2"	"U7"	"U"	"UK"	"R"
"U8"	"U8"	"U"	"UK"	"R"
"U8a"	"U8"	"U"	"UK"	"R"
"U8a1"	"U8"	"U"	"UK"	"R"
"U8a1a"	"U8"	"U"	"UK"	"R"
"U8a1a1"	"U8"	"U"	"UK"	"R"
"U8a1a1a"	"U8"	"U"	"UK"	"R"
"U8a1a1a1"	"U8"	"U"	"UK"	"R"
"U8a1a1b"	"U8"	"U"	"UK"	"R"
"U8a1a1b1"	"U8"	"U"	"UK"	"R"
"U8a1a2"	"U8"	"U"	"UK"	"R"
"U8a1a3"	"U8"	"U"	"UK"	"R"
"U8a1a4"	"U8"	"U"	"UK"	"R"
"U8a1b"	"U8"	"U"	"UK"	"R"
"U8a2"	"U8"	"U"	"UK"	"R"
"U8b'c"	"U8"	"U"	"UK"	"R"
"U8b"	"U8"	"U"	"UK"	"R"
"U8b1"	"U8"	"U"	"UK"	"R"
"U8b1a"	"U8"	"U"	"UK"	"R"
"U8b1a1"	"U8"	"U"	"UK"	"R"
"U8b1a1*"	"U8"	"U"	"UK"	"R"
"U8b1a2"	"U8"	"U"	"UK"	"R"
"U8b1a2a"	"U8"	"U"	"UK"	"R"
"U8b1a2+16311"	"U8"	"U"	"UK"	"R"
"U8b1a2b"	"U8"	"U"	"UK"	"R"
"U8b1a2b*"	"U8"	"U"	"UK"	"R"
"U8b1b"	"U8"	"U"	"UK"	"R"
"U8b1b*"	"U8"	"U"	"UK"	"R"
"U8b1b1"	"U8"	"U"	"UK"	"R"
"U8b1b2"	"U8"	"U"	"UK"	"R"
"K"	"K"	"K"	"UK"	"R"
"K1"	"K1"	"K"	"UK"	"R"
"K1a"	"K1"	"K"	"UK"	"R"
"K1a*1"	"K1"	"K"	"UK"	"R"
"K1a*2"	"K1"	"K"	"UK"	"R"
"K1a*3"	"K1"	"K"	"UK"	"R"
"K1a1"	"K1"	"K"	"UK"	"R"
"K1a1*1"	"K1"	"K"	"UK"	"R"
"K1a1*2"	"K1"	"K"	"UK"	"R"
"K1a1a"	"K1"	"K"	"UK"	"R"
"K1a1a1"	"K1"	"K"	"UK"	"R"
"K1a1a2"	"K1"	"K"	"UK"	"R"
"K1a1a2a"	"K1"	"K"	"UK"	"R"
"K1a1a2a1"	"K1"	"K"	"UK"	"R"
"K1a1b"	"K1"	"K"	"UK"	"R"
"K1a1b1"	"K1"	"K"	"UK"	"R"
"K1a1b1*1"	"K1"	"K"	"UK"	"R"
"K1a1b1*2"	"K1"	"K"	"UK"	"R"
"K1a1b1a"	"K1"	"K"	"UK"	"R"
"K1a1b1a*"	"K1"	"K"	"UK"	"R"
"K1a1b1b"	"K1"	"K"	"UK"	"R"
"K1a1b1b1"	"K1"	"K"	"UK"	"R"
"K1a1b1c"	"K1"	"K"	"UK"	"R"
"K1a1b1d"	"K1"	"K"	"UK"	"R"
"K1a1b1e"	"K1"	"K"	"UK"	"R"
"K1a1b1f"	"K1"	"K"	"UK"	"R"
"K1a1b1g"	"K1"	"K"	"UK"	"R"
"K1a1b2"	"K1"	"K"	"UK"	"R"
"K1a1b2a"	"K1"	"K"	"UK"	"R"
"K1a1b2a1"	"K1"	"K"	"UK"	"R"
"K1a1b2a1a"	"K1"	"K"	"UK"	"R"
"K1a1b2b"	"K1"	"K"	"UK"	"R"
"K1a1b2b*"	"K1"	"K"	"UK"	"R"
"K1a1c"	"K1"	"K"	"UK"	"R"
"K1a2"	"K1"	"K"	"UK"	"R"
"K1a2a"	"K1"	"K"	"UK"	"R"
"K1a2a*"	"K1"	"K"	"UK"	"R"
"K1a2a1"	"K1"	"K"	"UK"	"R"
"K1a2a2"	"K1"	"K"	"UK"	"R"
"K1a2a2*"	"K1"	"K"	"UK"	"R"
"K1a2b"	"K1"	"K"	"UK"	"R"
"K1a2b*"	"K1"	"K"	"UK"	"R"
"K1a2c"	"K1"	"K"	"UK"	"R"
"K1a2c*"	"K1"	"K"	"UK"	"R"
"K1a3"	"K1"	"K"	"UK"	"R"
"K1a3*1"	"K1"	"K"	"UK"	"R"
"K1a3*2"	"K1"	"K"	"UK"	"R"
"K1a3a"	"K1"	"K"	"UK"	"R"
"K1a3a1"	"K1"	"K"	"UK"	"R"
"K1a3a1a"	"K1"	"K"	"UK"	"R"
"K1a3a1b"	"K1"	"K"	"UK"	"R"
"K1a3a2"	"K1"	"K"	"UK"	"R"
"K1a3a3"	"K1"	"K"	"UK"	"R"
"K1a3a3*"	"K1"	"K"	"UK"	"R"
"K1a3a4"	"K1"	"K"	"UK"	"R"
"K1a4"	"K1"	"K"	"UK"	"R"
"K1a4a"	"K1"	"K"	"UK"	"R"
"K1a4a*1"	"K1"	"K"	"UK"	"R"
"K1a4a*2"	"K1"	"K"	"UK"	"R"
"K1a4a1"	"K1"	"K"	"UK"	"R"
"K1a4a1*1"	"K1"	"K"	"UK"	"R"
"K1a4a1*2"	"K1"	"K"	"UK"	"R"
"K1a4a1*3"	"K1"	"K"	"UK"	"R"
"K1a4a1a"	"K1"	"K"	"UK"	"R"
"K1a4a1a+195"	"K1"	"K"	"UK"	"R"
"K1a4a1a1"	"K1"	"K"	"UK"	"R"
"K1a4a1a3"	"K1"	"K"	"UK"	"R"
"K1a4a1a2"	"K1"	"K"	"UK"	"R"
"K1a4a1a2a"	"K1"	"K"	"UK"	"R"
"K1a4a1a2b"	"K1"	"K"	"UK"	"R"
"K1a4a1b"	"K1"	"K"	"UK"	"R"
"K1a4a1b1"	"K1"	"K"	"UK"	"R"
"K1a4a1b2"	"K1"	"K"	"UK"	"R"
"K1a4a1b2*"	"K1"	"K"	"UK"	"R"
"K1a4a1c"	"K1"	"K"	"UK"	"R"
"K1a4a1c1"	"K1"	"K"	"UK"	"R"
"K1a4a1c1*"	"K1"	"K"	"UK"	"R"
"K1a4a1d"	"K1"	"K"	"UK"	"R"
"K1a4a1e"	"K1"	"K"	"UK"	"R"
"K1a4a1e*"	"K1"	"K"	"UK"	"R"
"K1a4a1f"	"K1"	"K"	"UK"	"R"
"K1a4a1f1"	"K1"	"K"	"UK"	"R"
"K1a4a1g"	"K1"	"K"	"UK"	"R"
"K1a4a1h"	"K1"	"K"	"UK"	"R"
"K1a4a1h*"	"K1"	"K"	"UK"	"R"
"K1a4a1i"	"K1"	"K"	"UK"	"R"
"K1a4b"	"K1"	"K"	"UK"	"R"
"K1a4b1"	"K1"	"K"	"UK"	"R"
"K1a4b1*"	"K1"	"K"	"UK"	"R"
"K1a4c"	"K1"	"K"	"UK"	"R"
"K1a4c1"	"K1"	"K"	"UK"	"R"
"K1a4c1*1"	"K1"	"K"	"UK"	"R"
"K1a4c1*1a"	"K1"	"K"	"UK"	"R"
"K1a4d"	"K1"	"K"	"UK"	"R"
"K1a4e"	"K1"	"K"	"UK"	"R"
"K1a4e*"	"K1"	"K"	"UK"	"R"
"K1a4f"	"K1"	"K"	"UK"	"R"
"K1a4f1"	"K1"	"K"	"UK"	"R"
"K1a4g"	"K1"	"K"	"UK"	"R"
"K1a4g*"	"K1"	"K"	"UK"	"R"
"K1a4h"	"K1"	"K"	"UK"	"R"
"K1a4h1"	"K1"	"K"	"UK"	"R"
"K1a4h1*"	"K1"	"K"	"UK"	"R"
"K1a4i"	"K1"	"K"	"UK"	"R"
"K1a4+146"	"K1"	"K"	"UK"	"R"
"K1a4j"	"K1"	"K"	"UK"	"R"
"K1a4j1"	"K1"	"K"	"UK"	"R"
"K1a4j1*"	"K1"	"K"	"UK"	"R"
